,action,observation.effort,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
227,"[-0.5248063 -0.8980508  1.1702086  0.7919332  0.6692473  1.1718096
  0.1398935  1.       ]","[ 8.0888867e-01  4.9492273e+00 -1.2128327e+01  1.1873154e+01
 -2.1739770e-01 -3.5088413e+00  8.1961858e-04  0.0000000e+00]","[-0.5260576  -0.90023774  1.1702874   0.7940153   0.66971684  1.1761107
  0.13919725  1.        ]","[ 0.00873136  0.01119669  0.00917649 -0.00352679  0.00243109 -0.02307819
  0.00626604  0.        ]",7.5666666,227,124,74627,0
228,"[-0.5249417  -0.8976047   1.1698028   0.7914146   0.6689498   1.1711056
  0.13975771  1.        ]","[ 3.2018560e-01  7.9721298e+00 -1.2477778e+01  1.1807456e+01
 -2.4982047e-01 -3.5735805e+00  9.9030836e-04  0.0000000e+00]","[-0.5257336  -0.89986956  1.1705596   0.79387146  0.66977054  1.1753476
  0.13940817  1.        ]","[ 0.00801231  0.00979282  0.00715629 -0.00356103  0.00147235 -0.02006502
  0.00534154  0.        ]",7.6,228,124,74628,0
229,"[-0.5254477  -0.8969489   1.1682636   0.7903564   0.6681899   1.1701201
  0.13901493  1.        ]","[-7.2280663e-01  7.7194390e+00 -1.3747485e+01  1.1540846e+01
 -3.6224759e-01 -3.3149538e+00  1.3453343e-03  0.0000000e+00]","[-0.52519095 -0.8993902   1.1707283   0.7935858   0.66980314  1.1742163
  0.13976099  1.        ]","[ 0.0096901   0.00856016  0.00301318 -0.00510186  0.00058209 -0.02020198
  0.00630028  0.        ]",7.633333,229,124,74629,0
230,"[-0.52603847 -0.8963242   1.1660918   0.7898269   0.6671626   1.1692815
  0.1381192   1.        ]","[ 6.9910556e-02  1.5361026e+01 -1.3076036e+01  1.2130836e+01
 -2.9982141e-01 -6.1164069e+00  1.1127280e-03  0.0000000e+00]","[-0.5250049  -0.89906806  1.1707686   0.7932982   0.66980314  1.1736181
  0.13987987  1.        ]","[ 0.00753294  0.01027219  0.00208868 -0.00801231  0.00020544 -0.02092103
  0.00506762  0.        ]",7.6666665,230,124,74630,0
231,"[-0.5260306  -0.89596754  1.1648256   0.7896426   0.6664869   1.1688081
  0.13776906  1.        ]","[-2.2875398e-02  4.8220525e+00 -1.3034329e+01  1.4089857e+01
 -2.9867274e-01 -2.9621010e+00  1.1468737e-03  0.0000000e+00]","[-0.5248956  -0.8984813   1.1707169   0.7925427   0.66971684  1.1725385
  0.13991247  1.        ]","[ 0.00225988  0.01116245 -0.0009245  -0.01427835 -0.00154083 -0.02057863
  0.00078753  0.        ]",7.7,231,124,74631,0
232,"[-0.5257351  -0.89553225  1.1638603   0.7893072   0.6658871   1.1682835
  0.13732558  1.        ]","[-2.2875398e-02  5.1235528e+00 -1.4747877e+01  1.4619882e+01
 -2.9867274e-01 -3.0041010e+00  1.1468737e-03  0.0000000e+00]","[-0.5248937  -0.89829147  1.170623    0.7922589   0.6696037   1.1721895
  0.13991247  1.        ]","[ 0.00095874  0.01068308 -0.00260229 -0.01475772 -0.00356103 -0.01934596
  0.00020544  0.        ]",7.733333,232,124,74632,0
233,"[-0.5255771  -0.8949943   1.1618773   0.7890819   0.66475785  1.1678653
  0.13642387  1.        ]","[ 4.9841323e-01  6.1490583e+00 -1.5098903e+01  9.8126249e+00
 -2.7254027e-01 -2.2919090e+00  1.0621737e-03  0.0000000e+00]","[-0.5248899  -0.897651    1.1696795   0.7913864   0.66899204  1.1710563
  0.13969962  1.        ]","[ 3.42406420e-05  1.00325085e-02 -1.64355077e-02 -1.37647381e-02
 -9.72434226e-03 -1.79078560e-02 -3.80071136e-03  0.00000000e+00]",7.766667,233,124,74633,0
234,"[-0.5258051  -0.89509344  1.1585689   0.78950596  0.66357034  1.1682509
  0.135433    1.        ]","[ -2.8327394    5.6498833  -17.050442    14.679268     0.4028865
  -2.7560523   -0.19340932   0.        ]","[-0.52514684 -0.89708924  1.1682625   0.790629    0.66821736  1.1702893
  0.13905536  1.        ]","[-0.00458825  0.01147061 -0.02917303 -0.01602462 -0.01547677 -0.0160931
 -0.01307993  0.        ]",7.8,234,124,74634,0
235,"[-0.5255842  -0.89463204  1.1563005   0.78953445  0.6623977   1.1680015
  0.134586    1.        ]","[ -2.8327394    5.566133   -17.379917    15.123343     0.57478654
  -2.9800522   -0.10940933   0.        ]","[-0.5253481  -0.89677286  1.1673843   0.79031074  0.6677495   1.1698809
  0.13869104  1.        ]","[-0.00760142  0.01246359 -0.033864   -0.01458651 -0.01825026 -0.01616158
 -0.01486044  0.        ]",7.8333335,235,124,74635,0
236,"[-0.52527016 -0.8942719   1.1544956   0.78948253  0.6613733   1.1680455
  0.13380179  1.        ]","[ -2.7260792   4.798536  -17.008448   15.7712145   0.8300281  -3.107856
   0.1478771   0.       ]","[-0.52556676 -0.8963874   1.1662261   0.78993297  0.6671628   1.1694168
  0.1382366   1.        ]","[-0.0074987   0.01253207 -0.03636356 -0.01242935 -0.01883235 -0.01557949
 -0.01462075  0.        ]",7.866667,236,124,74636,0
237,"[-0.526015   -0.89412606  1.1465092   0.7912898   0.6582178   1.1690967
  0.13128264  1.        ]","[  0.69516206   5.196522   -16.556608    12.579668     1.0804385
  -2.8749356    0.33277544   0.        ]","[-0.5256856  -0.8960116   1.1651753   0.78965497  0.66662204  1.1689221
  0.13782817  1.        ]","[-0.00489641  0.01181302 -0.0329395  -0.00945042 -0.01729153 -0.01479196
 -0.012806    0.        ]",7.9,237,124,74637,0
238,"[-0.5262345  -0.8937167   1.1431004   0.7922653   0.6566104   1.169439
  0.13012485  1.        ]","[  2.7424674    6.0518336  -19.826942    11.728568     0.24796583
  -3.5385303    0.38332653   0.        ]","[-0.5256971  -0.89548624  1.161766    0.78947854  0.66498065  1.1685386
  0.13651662  1.        ]","[-0.00013696  0.00869712 -0.05766124 -0.00273925 -0.02811157 -0.00606059
 -0.02208521  0.        ]",7.9333334,238,124,74638,0
239,"[-0.52549374 -0.89313805  1.1402966   0.79246074  0.65483373  1.16997
  0.12885879  1.        ]","[  0.32847604   7.1202345  -15.360763    11.995945     0.44432285
  -2.8734279   -0.06099503   0.        ]","[-0.5257201  -0.89516026  1.1590452   0.78947854  0.6638091   1.1683315
  0.13567677  1.        ]","[-0.00044513  0.0074987  -0.06355064 -0.00020544 -0.02766644 -0.00458825
 -0.02020198  0.        ]",7.9666667,239,124,74639,0
240,"[-0.52686316 -0.8930652   1.1266603   0.79734105  0.649503    1.1726475
  0.12478649  1.        ]","[  4.4159403    5.1390386  -19.499264    16.61487     -0.1950654
  -0.86214143  -0.24085048   0.        ]","[-0.5257201  -0.8945121   1.1538852   0.78965306  0.6612838   1.1682855
  0.13369602  1.        ]","[ 3.5844342e-15  7.7726259e-03 -7.3857069e-02  3.2186203e-03
 -3.5336342e-02  2.3968449e-04 -2.8043086e-02  0.0000000e+00]",8.0,240,124,74640,0
241,"[-0.52636987 -0.8929192   1.1223277   0.79839426  0.6473806   1.174024
  0.12338196  1.        ]","[  4.4159403    5.1390386  -19.499264    16.61487     -0.1950654
  -0.86214143  -0.24085048   0.        ]","[-0.5257201  -0.8945121   1.1538852   0.78965306  0.6612838   1.1682855
  0.13369602  1.        ]","[ 3.5844342e-15  7.7726259e-03 -7.3857069e-02  3.2186203e-03
 -3.5336342e-02  2.3968449e-04 -2.8043086e-02  0.0000000e+00]",8.033334,241,124,74641,0
242,"[-0.5263181  -0.8929697   1.1205515   0.7989245   0.6466706   1.1744846
  0.12291099  1.        ]","[  1.3442957    6.535749   -27.17547     22.328686    -6.5179024
   0.15371196  -2.3600419    0.        ]","[-0.5259349  -0.894004    1.146131    0.7913826   0.65792626  1.1689624
  0.13106906  1.        ]","[-0.00383495  0.00753294 -0.11237779  0.02715283 -0.04848475  0.01051188
 -0.03752774  0.        ]",8.066667,242,124,74642,0
243,"[-0.525569   -0.89327157  1.1124504   0.8009483   0.6431159   1.1773243
  0.12046799  1.        ]","[ -1.3000653    8.449614   -14.451073    14.934937     0.43368423
  -2.6075723    0.36581516   0.        ]","[-0.5259656  -0.8938161   1.1447408   0.7916913   0.6572878   1.1691369
  0.13062997  1.        ]","[-0.00410888  0.00825199 -0.09601076  0.02362604 -0.04177358  0.01023795
 -0.0309193   0.        ]",8.1,243,124,74643,0
244,"[-0.52465665 -0.893574    1.1044296   0.8027608   0.6394065   1.180532
  0.11783768  1.        ]","[  0.04007779   6.636413   -19.300058    18.280306    -1.1798264
  -2.4709127   -0.7397928    0.        ]","[-0.5259694  -0.8935323   1.1422961   0.79222053  0.656051    1.169622
  0.12973835  1.        ]","[-0.00099298  0.00903953 -0.07413099  0.01650399 -0.03684293  0.01242935
 -0.02615985  0.        ]",8.133333,244,124,74644,0
245,"[-0.5232135  -0.8954177   1.0926676   0.8041679   0.6352005   1.1844822
  0.11474351  1.        ]","[ -0.8290662    7.5698147  -14.541362    12.912786     0.22419012
  -1.9178333    0.69876325   0.        ]","[-0.5262014  -0.89326     1.1312724   0.7957794   0.65129375  1.1719077
  0.12618142  1.        ]","[-0.0034583   0.00332134 -0.16257457  0.05454534 -0.0688237   0.03369279
 -0.05149793  0.        ]",8.166667,245,124,74645,0
246,"[-0.5216349  -0.895811    1.0842968   0.80522513  0.63100326  1.188725
  0.11181701  1.        ]","[  0.57664716   6.7692137  -18.723276    15.874256    -0.5291036
  -3.0610263    0.14228062   0.        ]","[-0.5262302  -0.893168    1.1267434   0.79715806  0.6493782   1.173062
  0.12480851  1.        ]","[-0.00222564  0.00181475 -0.14696084  0.04786842 -0.06187284  0.03290526
 -0.04530037  0.        ]",8.2,246,124,74646,0
247,"[-0.51899105 -0.89817     1.0687406   0.80633044  0.6247747   1.1951139
  0.10723931  1.        ]","[ -2.752518     8.52056    -12.87895     17.517767     0.8786072
  -3.4273958    0.21237391   0.        ]","[-0.5262302  -0.89311236  1.1197063   0.7987898   0.6463773   1.1751118
  0.12274148  1.        ]","[ 3.5844342e-15  1.9859574e-03 -1.5308991e-01  3.6945652e-02
 -6.5742031e-02  4.5163408e-02 -4.5574296e-02  0.0000000e+00]",8.233334,247,124,74647,0
248,"[-0.517182   -0.89952195  1.0598763   0.806707    0.6210352   1.1993691
  0.10433837  1.        ]","[ -4.1142306    5.910457   -21.573984    17.567562    -0.40997764
  -3.1265419   -0.25721535   0.        ]","[-0.52512383 -0.8933712   1.107977    0.8016028   0.6410525   1.1793647
  0.11895062  1.        ]","[ 0.01931172 -0.00462249 -0.18859746  0.04454708 -0.08488255  0.06957699
 -0.06029777  0.        ]",8.266666,248,124,74648,0
249,"[-0.51495796 -0.900519    1.0523827   0.8070025   0.61739165  1.2037485
  0.10165639  1.        ]","[ -3.544731     7.9846334  -20.915033    17.696487    -0.28105265
  -3.420542    -0.35521537   0.        ]","[-0.52467513 -0.8937777   1.1040654   0.8022566   0.6395971   1.1807568
  0.11793628  1.        ]","[ 0.0246875  -0.0118815  -0.208594    0.04238991 -0.08899143  0.07779474
 -0.06231797  0.        ]",8.3,249,124,74649,0
250,"[-0.5131654  -0.90448016  1.0280197   0.8073631   0.60801375  1.2127192
  0.09351656  1.        ]","[ -2.5788937    7.333347   -14.889059    15.484176    -0.68248314
  -2.2796881   -0.10992911   0.        ]","[-0.52275956 -0.8953577   1.0899854   0.8043045   0.6337373   1.1860356
  0.11368331  1.        ]","[ 0.03061114 -0.02413965 -0.21708567  0.03088506 -0.08905991  0.08255419
 -0.06485178  0.        ]",8.333333,250,124,74650,0
251,"[-0.511416   -0.90623826  1.0159339   0.80753183  0.60287195  1.2182194
  0.08923113  1.        ]","[  0.500178     7.3964624  -13.417156    16.411652     0.34543815
  -2.1326728    0.27093524   0.        ]","[-0.5205295  -0.8970432   1.0770482   0.80537254  0.62825334  1.191786
  0.10965278  1.        ]","[ 0.04300625 -0.03208348 -0.24834739  0.02044166 -0.1079265   0.11056303
 -0.07755505  0.        ]",8.366667,251,124,74651,0
252,"[-0.5121462  -0.90937793  0.9923745   0.80967605  0.593863    1.225693
  0.08096813  1.        ]","[ -2.3681011    7.0172777  -10.5346155   15.515712     1.3040121
  -4.020871     0.45120096   0.        ]","[-0.5194212  -0.89784276  1.0709832   0.8058787   0.62586033  1.1943306
  0.10790405  1.        ]","[ 0.04208175 -0.03352159 -0.24776529  0.02205097 -0.10063325  0.10590631
 -0.07413099  0.        ]",8.4,252,124,74652,0
253,"[-0.5093712  -0.91216457  0.97488     0.8111484   0.5861661   1.2343602
  0.07411421  1.        ]","[-3.0387716e+00  6.6715889e+00 -1.3996158e+01  1.7702682e+01
  1.5215014e-02 -4.2470603e+00  3.3433127e-01  0.0000000e+00]","[-0.51721233 -0.8992655   1.0608474   0.8063926   0.62117594  1.1994349
  0.10433178  1.        ]","[ 0.04523189 -0.02913879 -0.21236047  0.01177878 -0.09484658  0.10535846
 -0.07190535  0.        ]",8.433333,253,124,74653,0
254,"[-0.50943416 -0.91541785  0.95304585  0.8158598   0.577934    1.2420115
  0.06674992  1.        ]","[  1.7140607   7.586656  -13.3036     21.220795   -0.76753    -0.9404594
  -0.6009058   0.       ]","[-0.51452786 -0.9027975   1.0383266   0.8071443   0.61211395  1.2085525
  0.09692457  1.        ]","[ 0.03804135 -0.05218274 -0.33131245  0.01167606 -0.13477117  0.13168952
 -0.11028911  0.        ]",8.466666,254,124,74654,0
255,"[-0.5092766  -0.91890675  0.92788583  0.8218102   0.5679754   1.2517766
  0.05759309  1.        ]","[ 0.7466753  7.234607  -7.9549456 14.601833   1.0219672 -2.8947763
  1.1187142  0.       ]","[-0.5138855  -0.9036259   1.0325359   0.807313    0.60977846  1.2108842
  0.09495341  1.        ]","[ 0.0318438  -0.04550581 -0.29642123  0.01205271 -0.11967105  0.11539096
 -0.09779128  0.        ]",8.5,255,124,74655,0
256,"[-0.49797666 -0.9248929   0.8847036   0.8276512   0.5446905   1.2843895
  0.03512396  1.        ]","[10.268933   6.923406   0.8854911 12.570618   2.3243623 -1.2978101
  0.1149129  0.       ]","[-0.5096095  -0.9178497   0.9344685   0.8206471   0.5708288   1.2487658
  0.06022984  1.        ]","[ 0.00818351 -0.05512743 -0.37712643  0.07543214 -0.14309165  0.13908549
 -0.12723823  0.        ]",8.533334,256,124,74656,0
257,"[-0.49790603 -0.9249645   0.88434815  0.8277609   0.5444918   1.2846823
  0.03493888  1.        ]","[ 10.268933    5.306072  -10.058809   18.644419    0.8345622  -3.2438102
   0.8989129   0.       ]","[-0.5092241  -0.91868     0.92940634  0.8214141   0.56854314  1.2512528
  0.05808802  1.        ]","[ 0.00571819 -0.00729326 -0.0417051   0.00537578 -0.01961989  0.02331788
 -0.01972261  0.        ]",8.566667,257,124,74657,0
258,"[-0.52230304 -0.9199911   0.80943716  0.86799765  0.5152149   1.2994099
  0.00696861  1.        ]","[  0.76039565   5.2537994  -17.936535    18.002546    -2.159276
  -1.9913073   -0.43225005   0.        ]","[-0.5090975  -0.9189465   0.9282367   0.8218264   0.5679487   1.2520466
  0.05747443  1.        ]","[ 0.00225988 -0.0053073  -0.02372877  0.00835472 -0.01140213  0.01462075
 -0.01184726  0.        ]",8.6,258,124,74658,0
259,"[-5.2031022e-01 -9.1974574e-01  7.9783845e-01  8.7081444e-01
  5.0853890e-01  1.3077850e+00  8.2532823e-04  1.0000000e+00]","[15.072806   -2.5630414  -5.314396    9.669868    0.7677427  -0.49714208
  0.40718797  0.        ]","[-0.50190127 -0.9230557   0.89789265  0.82618093  0.55205667  1.2738521
  0.04222282  1.        ]","[ 0.08984745 -0.05331268 -0.38955578  0.06022929 -0.19777395  0.26307085
 -0.18168084  0.        ]",8.633333,259,124,74659,0
260,"[-0.52866876 -0.91175467  0.78883725  0.87778354  0.5014452   1.3097259
 -0.00739358  1.        ]","[15.972425   -3.8679953   0.24453016  7.4899864   0.9994194  -2.2114255
  0.04922245  0.        ]","[-0.50107867 -0.92348903  0.8943664   0.82714164  0.54999536  1.2764637
  0.04023632  1.        ]","[ 0.06902914 -0.04235568 -0.3078234   0.05992112 -0.15716454  0.20260188
 -0.14791958  0.        ]",8.666667,260,124,74660,0
261,"[-0.5307804  -0.9092278   0.7832721   0.88218874  0.49692163  1.3141044
 -0.01230136  1.        ]","[-23.546114   11.141236  -39.944565   49.07288   -10.776519   -4.655752
  -3.2331734   0.       ]","[-0.50536615 -0.9228601   0.87527984  0.8375746   0.5395835   1.2844788
  0.03001425  1.        ]","[-0.06187284  0.00349255 -0.4037999   0.20345789 -0.22273538  0.18976164
 -0.21801017  0.        ]",8.7,261,124,74661,0
262,"[-0.5341515  -0.9036026   0.76559365  0.8934096   0.48565176  1.3250912
 -0.02398125  1.        ]","[-13.747433     1.8687842  -15.988182    18.913107    -1.5404679
  -2.572663    -0.28587356   0.        ]","[-0.5094983  -0.9222561   0.8562834   0.8461975   0.53255403  1.2891958
  0.02338745  1.        ]","[-0.14815927  0.02222218 -0.6332807   0.32186204 -0.28337556  0.20465632
 -0.2725213   0.        ]",8.733334,262,124,74662,0
263,"[-0.53611493 -0.89906234  0.75674486  0.9002241   0.47830716  1.3325726
 -0.03209133  1.        ]","[ 9.277052    2.8060606  11.140339   -0.11124229  3.6477866  -3.0648966
  2.477321    0.        ]","[-0.5153581  -0.9208755   0.8284762   0.85871476  0.52123135  1.2972243
  0.01273012  1.        ]","[-0.15534979  0.03143291 -0.72432655  0.33076462 -0.2895731   0.20205404
 -0.26601556  0.        ]",8.766666,263,124,74663,0
264,"[-0.55020463 -0.88430583  0.7324893   0.9206181   0.4627846   1.3393766
 -0.04891505  1.        ]","[ -7.585141   14.796975  -19.507051   28.589058   -6.5644493   2.7932184
  -4.1541805   0.       ]","[-0.5261688  -0.9122085   0.7945733   0.8761638   0.50273347  1.3107387
 -0.00624522  1.        ]","[-0.13860612  0.1143295  -0.42824772  0.22256418 -0.23447992  0.17205922
 -0.2339663   0.        ]",8.8,264,124,74664,0
265,"[-0.55387723 -0.8782418   0.7212227   0.93044037  0.45440492  1.3470334
 -0.0579652   1.        ]","[ 3.9392917   2.5228488  -2.525165   16.933636    0.19478144 -2.861369
  0.12192506  0.        ]","[-0.5284564  -0.90978867  0.78605586  0.88126814  0.49776143  1.3149418
 -0.0116525   1.        ]","[-0.11491159  0.10443396 -0.39017212  0.22280386 -0.21191534  0.17079233
 -0.22184512  0.        ]",8.833333,265,124,74665,0
266,"[-0.5692942  -0.86355746  0.6958488   0.95027137  0.44041362  1.3500429
 -0.0733337   1.        ]","[  0.4627793   -1.2764548  -18.451965    22.42332     -0.21193568
  -1.9637038    1.0149256    0.        ]","[-0.53177935 -0.9048473   0.7727562   0.89001757  0.4887301   1.3232847
 -0.02134342  1.        ]","[-0.08484831  0.11771933 -0.33624312  0.21715416 -0.21506548  0.19993111
 -0.23441143  0.        ]",8.866667,266,124,74666,0
267,"[-0.57575953 -0.8521541   0.68315023  0.9652138   0.42852336  1.3595865
 -0.08637707  1.        ]","[ 6.1670427  -2.7309732  -4.7868776  18.093765    1.622176   -4.8564754
  0.88439757  0.        ]","[-0.5335473  -0.9028321   0.76774013  0.8934441   0.4855452   1.3257314
 -0.02448042  1.        ]","[-0.09090891  0.12422505 -0.32706663  0.21742807 -0.21814713  0.19267209
 -0.2290699   0.        ]",8.9,267,124,74667,0
268,"[-0.5800336  -0.8433552   0.67484003  0.9765677   0.41975933  1.3667334
 -0.09611014  1.        ]","[ 4.397891   -2.149214   -4.3662877  14.993695    0.11736344 -4.331985
  0.9006262   0.        ]","[-0.546565   -0.88748074  0.7384104   0.9170463   0.46586996  1.3385516
 -0.04573947  1.        ]","[-0.1739767   0.20907336 -0.39051452  0.32042393 -0.26539922  0.17325765
 -0.2867996   0.        ]",8.933333,268,124,74668,0
269,"[-0.5922141  -0.82690275  0.6594451   0.9926492   0.40773088  1.3697563
 -0.11020581  1.        ]","[ 1.3176011 -4.710074  -9.5866375 14.146668   1.4277956 -5.4074626
  3.132716   0.       ]","[-0.55680245 -0.87656647  0.71889627  0.9325184   0.4539701   1.3441813
 -0.05866326  1.        ]","[-0.23708221  0.2569418  -0.45865342  0.37024406 -0.28916222  0.14576241
 -0.31326765  0.        ]",8.966666,269,124,74669,0
270,"[-0.5957146  -0.8187795   0.6543882   1.0014907   0.40075234  1.3756543
 -0.11791769  1.        ]","[ 3.0671072   0.48091444 -4.854501   18.2417     -1.5834743   0.03944635
 -0.7246636   0.        ]","[-0.5609998  -0.87166923  0.7109464   0.939128    0.44891948  1.346862
 -0.0640878   1.        ]","[-0.24191014  0.26539922 -0.44776487  0.3690799  -0.28275922  0.13826372
 -0.30614558  0.        ]",9.0,270,124,74670,0
