,action,observation.effort,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
461,"[-0.79810756 -0.4179658   0.51521885  1.392608    0.1647781   1.5144082
 -0.40884036  0.        ]","[ -0.08741031 -12.352707    -6.9925647   21.440836    -0.20465386
  -3.0067358   -0.4512831    0.        ]","[-0.7972041  -0.4201957   0.513479    1.3903887   0.16629502  1.5109576
 -0.4111567   0.        ]","[-0.00147235  0.01246359  0.01260056  0.01212119 -0.00664268  0.01852419
  0.01410714  0.        ]",15.366667,461,124,74861,0
462,"[-0.79821354 -0.41778603  0.5153464   1.3930355   0.16459912  1.5147996
 -0.40860438  0.        ]","[-0.06221664 -1.6620457   2.8166091  28.63536    -0.24863455 -3.312757
  2.419366    0.        ]","[-0.797298   -0.41967988  0.51402164  1.3906322   0.16602083  1.5116403
 -0.41061407  0.        ]","[-0.00208868  0.01232663  0.01273752  0.00599211 -0.00633452  0.01537405
  0.012806    0.        ]",15.4,462,124,74862,0
463,"[-0.7984829  -0.41763762  0.5151267   1.3941898   0.16435456  1.5153923
 -0.4085242   0.        ]","[-0.05053236 -6.7402005  -6.7189007  21.86046    -0.22851796 -3.394615
 -0.71782345  0.        ]","[-0.7973824  -0.41931558  0.51440704  1.390776    0.16580032  1.5122252
 -0.41019988  0.        ]","[-0.00212292  0.00945042  0.01013523  0.00366375 -0.00558122  0.01486044
  0.01071732  0.        ]",15.433333,463,124,74863,0
464,"[-0.7985639  -0.41759625  0.515195    1.3948734   0.16421624  1.5159014
 -0.40832487  0.        ]","[ 1.2870771e-01 -6.8283410e+00 -3.7846303e+00  2.2068554e+01
 -2.0398873e-01 -3.3544574e+00  1.1622458e-03  0.0000000e+00]","[-0.79778314 -0.41841245  0.515034    1.3918824   0.1650966   1.5137419
 -0.4092584   0.        ]","[-0.00527306  0.0084232   0.00417736  0.01431259 -0.00739598  0.01581918
  0.00897105  0.        ]",15.466666,464,124,74864,0
465,"[-0.7987367  -0.4173699   0.5153722   1.3958935   0.16397658  1.5166911
 -0.4080273   0.        ]","[ 1.2870771e-01 -6.8283410e+00 -3.7846303e+00  2.2068554e+01
 -2.0398873e-01 -3.3544574e+00  1.1622458e-03  0.0000000e+00]","[-0.79778314 -0.41841245  0.515034    1.3918824   0.1650966   1.5137419
 -0.4092584   0.        ]","[-0.00527306  0.0084232   0.00417736  0.01431259 -0.00739598  0.01581918
  0.00897105  0.        ]",15.5,465,124,74865,0
466,"[-0.79887694 -0.41851348  0.5145292   1.3991665   0.16398752  1.5181569
 -0.40806624  0.        ]","[-1.5295210e-01 -6.5726166e+00 -4.1813202e+00  2.2112457e+01
 -2.4535313e-01 -3.0919182e+00  1.3256043e-03  0.0000000e+00]","[-0.7981091  -0.41798484  0.51517785  1.3927932   0.16473995  1.5144973
 -0.40887108  0.        ]","[-0.00455401  0.00595787  0.00195172  0.01277176 -0.00493065  0.0104434
  0.0053073   0.        ]",15.533334,466,124,74866,0
467,"[-0.79883134 -0.41921285  0.51434463  1.4006363   0.16398376  1.5192745
 -0.4078851   0.        ]","[-1.5295210e-01 -6.5726166e+00 -4.1813202e+00  2.2112457e+01
 -2.4535313e-01 -3.0919182e+00  1.3256043e-03  0.0000000e+00]","[-0.7981091  -0.41798484  0.51517785  1.3927932   0.16473995  1.5144973
 -0.40887108  0.        ]","[-0.00455401  0.00595787  0.00195172  0.01277176 -0.00493065  0.0104434
  0.0053073   0.        ]",15.566667,467,124,74867,0
468,"[-0.7987383  -0.41978046  0.5143674   1.4022063   0.16400698  1.5206636
 -0.40760925  0.        ]","[ 1.5159385e-01 -6.5201750e+00 -3.6532824e+00  2.2240873e+01
 -1.9376130e-01 -3.0726585e+00  1.1845791e-03  0.0000000e+00]","[-0.79836607 -0.41776815  0.51519704  1.3938977   0.16445616  1.515249
 -0.40861413  0.        ]","[-0.00424584  0.00349255  0.00030817  0.01838722 -0.00472521  0.01239511
  0.00431432  0.        ]",15.6,468,124,74868,0
469,"[-0.7987755  -0.41670036  0.51569825  1.3959845   0.16415222  1.5173496
 -0.40830636  0.        ]","[-3.7573290e-01 -5.4317675e+00 -3.6099908e+00  2.3178761e+01
 -2.0447089e-01 -3.3066278e+00  1.3665506e-03  0.0000000e+00]","[-0.7985808  -0.41769338  0.51520854  1.3957307   0.16419154  1.5163918
 -0.4083265   0.        ]","[-0.00338982  0.0010957   0.0001712   0.02954968 -0.00407464  0.01835298
  0.00448552  0.        ]",15.633333,469,124,74869,0
470,"[-0.7988397  -0.41653863  0.51566064  1.3968687   0.16409743  1.5184168
 -0.40819594  0.        ]","[ 7.5755554e-01 -1.0664136e+01 -4.0794315e+00  2.1287300e+01
 -2.1902174e-01 -3.1773546e+00  1.1850853e-03  0.0000000e+00]","[-0.7987745  -0.4181555   0.51495546  1.3984306   0.16405158  1.5178299
 -0.40814245  0.        ]","[-0.0029447  -0.00797807 -0.00414312  0.04194479 -0.0020202   0.0221537
  0.00284197  0.        ]",15.666667,470,124,74870,0
471,"[-0.79884595 -0.4165226   0.5156676   1.3969374   0.1640883   1.518519
 -0.40816456  0.        ]","[-2.0360205e+00 -2.0134558e+01 -3.6452713e+00  3.1243572e+01
 -2.3488164e-01 -2.7801448e-01  1.4380015e-03  0.0000000e+00]","[-0.7987994  -0.41852558  0.51475984  1.3994085   0.16402473  1.5185528
 -0.40803313  0.        ]","[-0.00123266 -0.01099125 -0.00544426  0.03263133 -0.00099298  0.02146888
  0.00308166  0.        ]",15.7,471,124,74871,0
472,"[-0.798809   -0.4165148   0.5157132   1.3965424   0.16408405  1.5181547
 -0.4081579   0.        ]","[-8.9471155e-01 -1.1525429e+00 -3.6211123e+00  1.1341704e+01
 -2.0895046e-01 -2.8137414e+00  1.2599031e-03  0.0000000e+00]","[-0.7988032  -0.41854858  0.51475793  1.3995082   0.16401707  1.5186813
 -0.40798712  0.        ]","[-0.0001712  -0.00362951 -0.00150659  0.00941618 -0.00037665  0.0084232
  0.00188324  0.        ]",15.733334,472,124,74872,0
473,"[-0.7988313  -0.41639385  0.5158396   1.3963349   0.16406138  1.5179782
 -0.40814906  0.        ]","[-6.5343684e-01 -2.2081916e+00 -3.5540602e+00  1.7874681e+01
 -2.0037518e-01 -5.4787178e+00  1.2555639e-03  0.0000000e+00]","[-0.7988032  -0.41821685  0.51487106  1.3988295   0.16401707  1.5184492
 -0.40798712  0.        ]","[-3.4240642e-05  6.7796474e-03  2.4995669e-03 -1.3935941e-02
 -6.8481284e-05 -4.7936901e-03  3.7664708e-04  0.0000000e+00]",15.766666,473,124,74873,0
474,"[-0.79884386 -0.4163597   0.5158778   1.3962481   0.16405788  1.5179079
 -0.4081678   0.        ]","[-6.5343684e-01 -1.1607098e+01 -3.5540602e+00  1.9550707e+01
 -2.0037518e-01 -6.0667176e+00  1.2555639e-03  0.0000000e+00]","[-0.7988052  -0.4179254   0.5149612   1.398446    0.16401707  1.5184416
 -0.40798712  0.        ]","[-6.8481284e-05  1.2874481e-02  4.3828022e-03 -2.2598824e-02
 -3.4240642e-05 -6.3687596e-03  5.8286709e-15  0.0000000e+00]",15.8,474,124,74874,0
475,"[-0.79887646 -0.41640246  0.515939    1.3960212   0.16406918  1.5176803
 -0.40821227  0.        ]","[-1.8018959e-01 -1.2528125e+01 -3.8291202e+00  1.9274633e+01
 -2.1467826e-01 -5.3928995e+00  1.2307048e-03  0.0000000e+00]","[-0.7988109  -0.4171469   0.515314    1.3975792   0.16401707  1.5184416
 -0.40801203  0.        ]","[-1.02721926e-04  1.39017012e-02  6.30027801e-03 -1.54767707e-02
 -4.84929539e-15 -5.13874645e-15 -4.45128360e-04  0.00000000e+00]",15.833333,475,124,74875,0
476,"[-0.7989026  -0.41640484  0.5159886   1.3959348   0.16407011  1.5175555
 -0.40821925  0.        ]","[ 4.5255344e-02 -6.6212130e+00 -3.8254118e+00  1.9968332e+01
 -2.1388474e-01 -3.3630865e+00  1.2370768e-03  0.0000000e+00]","[-0.7988301  -0.41676724  0.5154885   1.3970116   0.16401707  1.5183955
 -0.4080734   0.        ]","[-3.7664708e-04  7.4644601e-03  3.3898237e-03 -1.0717321e-02
 -4.8492954e-15 -8.2177541e-04 -1.1641819e-03  0.0000000e+00]",15.866667,476,124,74876,0
477,"[-0.7989243  -0.4163841   0.51603985  1.3958784   0.16406621  1.5174638
 -0.40821648  0.        ]","[ 1.7850003e-03 -6.5139356e+00 -3.8897629e+00  1.5352078e+01
 -2.1683019e-01 -3.1632464e+00  1.2232389e-03  0.0000000e+00]","[-0.798832   -0.41657934  0.5157301   1.3965515   0.16401707  1.5181041
 -0.4081405   0.        ]","[-3.4240642e-05  2.3968450e-03  3.3213424e-03 -5.4785027e-03
 -4.8492954e-15 -3.9034332e-03 -7.8753475e-04  0.0000000e+00]",15.9,477,124,74877,0
478,"[-0.7989236  -0.41641015  0.51605135  1.3957698   0.16407113  1.5173302
 -0.4082202   0.        ]","[ 1.09800529e-02 -6.62057781e+00 -3.89530945e+00  1.53298645e+01
 -2.18746319e-01 -3.24341011e+00  1.21423299e-03  0.00000000e+00]","[-0.798832   -0.41639715  0.5158854   1.3962792   0.16401707  1.517943
 -0.4081501   0.        ]","[ 3.5368534e-15  3.0131766e-03  2.4995669e-03 -4.3828022e-03
 -4.8492954e-15 -2.6707700e-03 -1.3696257e-04  0.0000000e+00]",15.933333,478,124,74878,0
479,"[-0.7989365  -0.41644758  0.51606333  1.3956566   0.16408107  1.5171541
 -0.40824088  0.        ]","[ 8.4249070e-03 -6.5884962e+00 -3.9024651e+00  1.5360099e+01
 -2.1813920e-01 -3.5193636e+00  1.2284770e-03  0.0000000e+00]","[-0.7988339  -0.4163895   0.5159046   1.3961334   0.16401707  1.5178031
 -0.40815395  0.        ]","[-3.42406420e-05  6.84812840e-04  7.53294153e-04 -3.97191476e-03
 -4.84929539e-15 -3.52678611e-03 -1.02721926e-04  0.00000000e+00]",15.966666,479,124,74879,0
480,"[-0.7989607  -0.41647577  0.51608294  1.3955939   0.1640896   1.5170912
 -0.40826085  0.        ]","[ 8.4249070e-03 -6.5884962e+00 -3.9024651e+00  1.5360099e+01
 -2.1813920e-01 -3.2813637e+00  1.2284770e-03  0.0000000e+00]","[-0.798855   -0.4163895   0.5159199   1.3960357   0.16401707  1.517642
 -0.40817502  0.        ]","[-3.7664708e-04 -4.0443838e-16  3.4240642e-04 -2.2256419e-03
 -4.8492954e-15 -3.5610269e-03 -4.1088770e-04  0.0000000e+00]",16.0,480,124,74880,0
481,"[-0.7989749  -0.41649482  0.5161021   1.395534    0.1640942   1.5169941
 -0.4082708   0.        ]","[-8.1771286e-04 -6.5043769e+00 -3.8847995e+00  1.5272592e+01
 -2.1738940e-01 -3.4611499e+00  1.2249777e-03  0.0000000e+00]","[-0.7988665  -0.4163895   0.51593524  1.3959858   0.16401707  1.5176132
 -0.40818846  0.        ]","[-5.8209093e-04 -4.0443838e-16  5.1360962e-04 -2.3283637e-03
 -4.8492954e-15 -2.8762140e-03 -6.1633158e-04  0.0000000e+00]",16.033333,481,124,74881,0
482,"[-0.79897666 -0.416503    0.5161049   1.395503    0.16409615  1.5169383
 -0.4082758   0.        ]","[-1.5959180e-03 -6.5382619e+00 -3.8971598e+00  1.5298870e+01
 -2.1843486e-01 -3.5034163e+00  1.2226135e-03  0.0000000e+00]","[-0.798878   -0.4163876   0.51598895  1.3958784   0.16401707  1.517525
 -0.40820763  0.        ]","[-3.7664708e-04  3.4240642e-05  1.1984225e-03 -2.6022887e-03
 -4.8492954e-15 -1.9517166e-03 -5.4785027e-04  0.0000000e+00]",16.066668,482,124,74882,0
483,"[-0.7990624  -0.41658956  0.51616764  1.3952932   0.16414948  1.5166367
 -0.40832987  0.        ]","[ 1.9049472e-03 -6.5126257e+00 -3.8837950e+00  1.5282458e+01
 -2.1725538e-01 -3.4931657e+00  1.2234062e-03  0.0000000e+00]","[-0.7989739  -0.4163876   0.5160925   1.3955294   0.16402857  1.5170131
 -0.40826514  0.        ]","[-3.4240642e-04 -4.0443838e-16  8.2177541e-04 -1.4038663e-03
  2.0544385e-04 -1.1299412e-03 -3.0816579e-04  0.0000000e+00]",16.1,483,124,74883,0
484,"[-0.7990681  -0.41659385  0.5161704   1.3952883   0.16415842  1.5166317
 -0.4083328   0.        ]","[ 1.9049472e-03 -6.5126257e+00 -3.8837950e+00  1.5282458e+01
 -2.1725538e-01 -3.4791656e+00  1.2234062e-03  0.0000000e+00]","[-0.79897773 -0.41639715  0.516104    1.3955218   0.16405158  1.5169977
 -0.40827474  0.        ]","[-3.4240642e-05 -1.7120321e-04  1.7120321e-04 -1.3696257e-04
  3.7664708e-04 -2.3968449e-04 -1.3696257e-04  0.0000000e+00]",16.133333,484,124,74884,0
485,"[-0.79907525 -0.41661972  0.5161715   1.3952571   0.16417067  1.5165929
 -0.4083362   0.        ]","[ 1.9049472e-03 -6.5126257e+00 -3.8837950e+00  1.5282458e+01
 -2.1725538e-01 -3.3811655e+00  1.2234062e-03  0.0000000e+00]","[-0.79898345 -0.4164029   0.51610786  1.3955141   0.16407266  1.5169882
 -0.40827858  0.        ]","[-1.02721926e-04 -6.84812840e-05  3.42406420e-05 -1.36962568e-04
  3.42406420e-04 -1.36962568e-04 -6.84812840e-05  0.00000000e+00]",16.166666,485,124,74885,0
486,"[-0.7990929  -0.41667733  0.51617736  1.3951617   0.16419633  1.5164593
 -0.40835196  0.        ]","[ 3.5378075e-04 -6.5088801e+00 -3.8874302e+00  1.5281633e+01
 -2.1740732e-01 -3.6807892e+00  1.2258207e-03  0.0000000e+00]","[-0.7989873  -0.41641825  0.51610786  1.3955083   0.16408226  1.5169766
 -0.40827858  0.        ]","[-1.02721926e-04 -3.08165792e-04  3.42406420e-05 -1.71203210e-04
  2.73925136e-04 -2.39684494e-04 -3.42406420e-05  0.00000000e+00]",16.2,486,124,74886,0
487,"[-0.7991198  -0.4167054   0.5161942   1.3951069   0.16421522  1.516396
 -0.40836656  0.        ]","[ 3.5378075e-04 -6.5088801e+00 -3.8874302e+00  1.5281633e+01
 -2.1740732e-01 -3.4287891e+00  1.2258207e-03  0.0000000e+00]","[-0.7990084  -0.41653332  0.5161155   1.3954144   0.16410527  1.5167484
 -0.40828815  0.        ]","[-0.00037665 -0.00205444  0.00013696 -0.00167779  0.00041089 -0.00407464
 -0.0001712   0.        ]",16.233334,487,124,74887,0
488,"[-0.7991508  -0.41672727  0.516214    1.3950648   0.16423292  1.5163355
 -0.40838692  0.        ]","[-7.5561424e-05 -6.5070224e+00 -3.8886278e+00  1.5281963e+01
 -2.1744765e-01 -3.4298573e+00  1.2262709e-03  0.0000000e+00]","[-0.79905254 -0.4165429   0.5161539   1.3952955   0.1641302   1.5166488
 -0.4083131   0.        ]","[-6.8481284e-04 -6.8481284e-05  6.1633158e-04 -1.7805134e-03
  3.4240642e-04 -1.3353850e-03 -4.1088770e-04  0.0000000e+00]",16.266666,488,124,74888,0
489,"[-0.7991506  -0.41672716  0.51621366  1.3950645   0.16423282  1.5163348
 -0.40838766  0.        ]","[-7.5561424e-05 -7.9709387e+00 -3.8886278e+00  1.5281963e+01
 -2.1744765e-01 -3.3178573e+00  1.2262709e-03  0.0000000e+00]","[-0.79906976 -0.41655248  0.51616347  1.3952763   0.16413786  1.516595
 -0.4083246   0.        ]","[-0.00054785 -0.0001712   0.00041089 -0.00082178  0.00023968 -0.00133539
 -0.00037665  0.        ]",16.3,489,124,74889,0
490,"[-0.7991645  -0.41676947  0.5162144   1.395007    0.16425289  1.5162774
 -0.40840304  0.        ]","[ 2.6648922e-05 -6.5050368e+00 -3.8886890e+00  1.5281105e+01
 -2.1739404e-01 -3.4011459e+00  1.2266155e-03  0.0000000e+00]","[-0.79909277 -0.41665602  0.5161692   1.3951747   0.16417813  1.5164531
 -0.4083476   0.        ]","[-0.00027393 -0.0012669   0.00010272 -0.00140387  0.00054785 -0.00195172
 -0.00030817  0.        ]",16.333334,490,124,74890,0
491,"[-0.7991902  -0.41681877  0.5162237   1.3949335   0.16428809  1.5161957
 -0.40842593  0.        ]","[-1.2744623e-04 -7.9870090e+00 -3.8900211e+00  1.5282453e+01
 -2.1743312e-01 -3.2335880e+00  1.2269082e-03  0.0000000e+00]","[-0.7991062  -0.41666752  0.5161769   1.3951383   0.16419347  1.5164167
 -0.4083591   0.        ]","[-0.00041089 -0.00099298  0.00023968 -0.00143811  0.00068481 -0.00184899
 -0.00037665  0.        ]",16.366667,491,124,74891,0
492,"[-0.7991956  -0.41682437  0.5162272   1.394921    0.16429463  1.5161808
 -0.40843028  0.        ]","[-1.2744623e-04 -8.3052588e+00 -3.8900211e+00  1.5282453e+01
 -2.1743312e-01 -3.4155879e+00  1.2269082e-03  0.0000000e+00]","[-0.7991158  -0.41666946  0.5161941   1.3950865   0.16420689  1.5163784
 -0.4083687   0.        ]","[-0.00030817 -0.00013696  0.00041089 -0.00136963  0.00044513 -0.0010957
 -0.00030817  0.        ]",16.4,492,124,74892,0
493,"[-0.7992103  -0.41684827  0.5162349   1.394879    0.16430992  1.5161374
 -0.408442    0.        ]","[-1.2744623e-04 -8.3890085e+00 -3.8900211e+00  1.5282453e+01
 -2.1743312e-01 -3.4295881e+00  1.2269082e-03  0.0000000e+00]","[-0.79912347 -0.41668287  0.516198    1.3950577   0.16421647  1.5163496
 -0.40837446  0.        ]","[-0.00030817 -0.00027393  0.00037665 -0.00143811  0.00041089 -0.00119842
 -0.00027393  0.        ]",16.433332,493,124,74893,0
494,"[-0.7992425  -0.41689184  0.51624507  1.3948345   0.16433409  1.516101
 -0.40846443  0.        ]","[ 1.7296738e-04 -7.8688006e+00 -3.8902514e+00  1.5282363e+01
 -2.1735509e-01 -3.3173463e+00  1.2273260e-03  0.0000000e+00]","[-0.799158   -0.4167519   0.5162018   1.3950194   0.16423565  1.5163016
 -0.40839553  0.        ]","[-5.1360962e-04 -1.0272192e-03  3.4240642e-05 -5.8209093e-04
  3.0816579e-04 -7.1905350e-04 -3.4240642e-04  0.0000000e+00]",16.466667,494,124,74894,0
495,"[-0.79924893 -0.41690478  0.5162482   1.3948051   0.16434126  1.5160627
 -0.4084734   0.        ]","[ 1.7296738e-04 -7.9693007e+00 -3.8902514e+00  1.5282363e+01
 -2.1735509e-01 -3.3733463e+00  1.2273260e-03  0.0000000e+00]","[-0.7991618  -0.41675383  0.5162037   1.3950021   0.16423948  1.5162824
 -0.40840128  0.        ]","[-3.0816579e-04 -5.1360962e-04  6.8481284e-05 -6.1633158e-04
  2.0544385e-04 -6.8481284e-04 -2.7392514e-04  0.0000000e+00]",16.5,495,124,74895,0
496,"[-0.7992712  -0.41693354  0.51625884  1.394764    0.1643672   1.5160173
 -0.4084907   0.        ]","[ 1.7296738e-04 -8.3545504e+00 -3.8902514e+00  1.5282363e+01
 -2.1735509e-01 -3.2333465e+00  1.2273260e-03  0.0000000e+00]","[-0.79917717 -0.4167749   0.5162133   1.3949523   0.16426058  1.5162172
 -0.40841472  0.        ]","[-0.00034241 -0.00041089  0.00020544 -0.00116418  0.00044513 -0.00143811
 -0.00030817  0.        ]",16.533333,496,124,74896,0
497,"[-0.79928607 -0.416954    0.5162639   1.3947428   0.16438077  1.5160028
 -0.4085026   0.        ]","[ 1.7296738e-04 -8.4550505e+00 -3.8902514e+00  1.5282363e+01
 -2.1735509e-01 -3.3173463e+00  1.2273260e-03  0.0000000e+00]","[-0.7991848  -0.4167864   0.5162229   1.3949331   0.16427208  1.5161963
 -0.40842238  0.        ]","[-0.00037665 -0.00058209  0.00034241 -0.00106146  0.00058209 -0.00133539
 -0.00037665  0.        ]",16.566668,497,124,74897,0
498,"[-0.79929435 -0.41698104  0.5162642   1.3947138   0.16438949  1.5159777
 -0.40850866  0.        ]","[-6.4314358e-05 -8.3031178e+00 -3.8914144e+00  1.5282552e+01
 -2.1738788e-01 -3.3452041e+00  1.2276036e-03  0.0000000e+00]","[-0.7991963  -0.4168171   0.5162286   1.394912    0.16428551  1.516179
 -0.40843388  0.        ]","[-0.00027393 -0.00068481  0.00020544 -0.00058209  0.00034241 -0.00051361
 -0.00030817  0.        ]",16.6,498,124,74898,0
499,"[-0.79932815 -0.41701552  0.51627797  1.3946579   0.16442284  1.5159175
 -0.40853652  0.        ]","[-6.4314358e-05 -8.4706182e+00 -3.8914144e+00  1.5282552e+01
 -2.1738788e-01 -3.2892041e+00  1.2276036e-03  0.0000000e+00]","[-0.7992347  -0.41688228  0.5162344   1.3948392   0.1643181   1.516085
 -0.4084569   0.        ]","[-0.00061633 -0.00068481  0.00010272 -0.0010957   0.00054785 -0.00143811
 -0.00037665  0.        ]",16.633333,499,124,74899,0
500,"[-0.7993336  -0.4170196   0.5162811   1.3946507   0.16442761  1.5159105
 -0.40854105  0.        ]","[-6.4314358e-05 -8.5208683e+00 -3.8914144e+00  1.5282552e+01
 -2.1738788e-01 -3.2892041e+00  1.2276036e-03  0.0000000e+00]","[-0.7992443  -0.4168842   0.5162382   1.3948123   0.16432577  1.5160735
 -0.40846458  0.        ]","[-0.00061633 -0.00020544  0.00013696 -0.00116418  0.00051361 -0.00095874
 -0.00041089  0.        ]",16.666666,500,124,74900,0
501,"[-0.7993408  -0.41703376  0.5162831   1.3946376   0.1644345   1.5159038
 -0.40854672  0.        ]","[-6.4314358e-05 -8.6213684e+00 -3.8914144e+00  1.5282552e+01
 -2.1738788e-01 -3.3172042e+00  1.2276036e-03  0.0000000e+00]","[-0.7992481  -0.41688612  0.516244    1.3948008   0.16433153  1.5160658
 -0.40847033  0.        ]","[-3.4240642e-04 -6.8481284e-05  2.0544385e-04 -8.9025672e-04
  3.4240642e-04 -5.4785027e-04 -3.4240642e-04  0.0000000e+00]",16.7,501,124,74901,0
502,"[-0.79934746 -0.4170515   0.516285    1.3946171   0.16444024  1.5158845
 -0.40855205  0.        ]","[ 2.4649667e-05 -8.2014122e+00 -3.8924985e+00  1.5282931e+01
 -2.1732606e-01 -3.3170168e+00  1.2280998e-03  0.0000000e+00]","[-0.7992519  -0.41690913  0.5162478   1.3947893   0.16433728  1.5160581
 -0.40847608  0.        ]","[-0.00013696 -0.00044513  0.00013696 -0.00034241  0.0001712  -0.00020544
 -0.0001712   0.        ]",16.733334,502,124,74902,0
503,"[-0.7993836  -0.41709065  0.5162986   1.3945593   0.16448008  1.5158185
 -0.40857998  0.        ]","[ 2.4649667e-05 -8.3521624e+00 -3.8924985e+00  1.5282931e+01
 -2.1732606e-01 -3.4570169e+00  1.2280998e-03  0.0000000e+00]","[-0.7992577  -0.41693982  0.5162497   1.394772    0.1643392   1.5160332
 -0.4084799   0.        ]","[-1.36962568e-04 -7.19053496e-04  3.42406420e-05 -3.76647076e-04
  6.84812840e-05 -4.79368988e-04 -1.02721926e-04  0.00000000e+00]",16.766666,503,124,74903,0
504,"[-0.7993988  -0.4171055   0.5163046   1.3945384   0.16449398  1.5158029
 -0.40859517  0.        ]","[ 2.4649667e-05 -8.6201620e+00 -3.8924985e+00  1.5282931e+01
 -2.1732606e-01 -3.5130169e+00  1.2280998e-03  0.0000000e+00]","[-0.7992711  -0.41695708  0.5162536   1.394749    0.16435646  1.5159968
 -0.4084895   0.        ]","[-0.00034241 -0.00085602  0.00010272 -0.00071905  0.00034241 -0.0010957
 -0.00023968  0.        ]",16.8,504,124,74904,0
505,"[-0.7994145 -0.4171392  0.5163088  1.3945068  0.1645097  1.5157838
 -0.4086078  0.       ]","[ 2.4649667e-05 -8.6369123e+00 -3.8924985e+00  1.5282931e+01
 -2.1732606e-01 -3.3030169e+00  1.2280998e-03  0.0000000e+00]","[-0.79931134 -0.4169839   0.516267    1.3946742   0.16440056  1.5159316
 -0.408524    0.        ]","[-0.00051361 -0.00027393  0.00020544 -0.00099298  0.00054785 -0.00075329
 -0.00051361  0.        ]",16.833334,505,124,74905,0
506,"[-0.7994405  -0.41716608  0.5163185   1.3944691   0.1645367   1.5157436
 -0.40862677  0.        ]","[-8.9154801e-06 -8.3703527e+00 -3.8935204e+00  1.5283374e+01
 -2.1729921e-01 -3.4574850e+00  1.2285130e-03  0.0000000e+00]","[-0.79932094 -0.41704145  0.51627463  1.3946474   0.16441397  1.5159086
 -0.4085355   0.        ]","[-0.0001712  -0.00102722  0.00013696 -0.00047937  0.00023968 -0.00041089
 -0.00020544  0.        ]",16.866667,506,124,74906,0
507,"[-0.79946005 -0.41718155  0.5163272   1.3944447   0.16455239  1.5157208
 -0.40864253  0.        ]","[-8.9154801e-06 -8.2698526e+00 -3.8935204e+00  1.5283374e+01
 -2.1729921e-01 -3.4854851e+00  1.2285130e-03  0.0000000e+00]","[-0.7993248  -0.4170587   0.51627463  1.3946321   0.16441973  1.5158894
 -0.40854126  0.        ]","[-2.0544385e-04 -1.1641819e-03  6.8481284e-05 -6.1633158e-04
  2.3968449e-04 -6.8481284e-04 -2.3968449e-04  0.0000000e+00]",16.9,507,124,74907,0
508,"[-0.7994713  -0.41719142  0.5163323   1.3944318   0.16456015  1.5157093
 -0.40865168  0.        ]","[-8.9154801e-06 -8.6383524e+00 -3.8935204e+00  1.5283374e+01
 -2.1729921e-01 -3.3454850e+00  1.2285130e-03  0.0000000e+00]","[-0.79937273 -0.4170702   0.5162881   1.3945631   0.16446     1.5158339
 -0.40857002  0.        ]","[-0.00068481 -0.00013696  0.00020544 -0.00099298  0.00054785 -0.00075329
 -0.00044513  0.        ]",16.933332,508,124,74908,0
509,"[-0.799481   -0.4172032   0.5163361   1.3944211   0.16456966  1.5157017
 -0.40865797  0.        ]","[-8.9154801e-06 -8.5211029e+00 -3.8935204e+00  1.5283374e+01
 -2.1729921e-01 -3.2894850e+00  1.2285130e-03  0.0000000e+00]","[-0.79938424 -0.41707978  0.5162938   1.3945458   0.16446766  1.5158204
 -0.40857962  0.        ]","[-0.00027393 -0.00020544  0.00013696 -0.00041089  0.0001712  -0.00030817
 -0.00023968  0.        ]",16.966667,509,124,74909,0
510,"[-0.7995221  -0.41724098  0.5163526   1.3943776   0.16460997  1.515657
 -0.4086823   0.        ]","[-8.9154801e-06 -8.4541025e+00 -3.8935204e+00  1.5283374e+01
 -2.1729921e-01 -3.2614851e+00  1.2285130e-03  0.0000000e+00]","[-0.79938614 -0.41708747  0.51629573  1.3945439   0.16446958  1.5158185
 -0.40858153  0.        ]","[-0.0001712  -0.00030817  0.00010272 -0.00023968  0.00013696 -0.00020544
 -0.0001712   0.        ]",17.0,510,124,74910,0
511,"[-0.79953647 -0.41725576  0.51635814  1.3943591   0.16462307  1.5156418
 -0.40869614  0.        ]","[-2.8210921e-05 -8.8382511e+00 -3.8945589e+00  1.5283170e+01
 -2.1726306e-01 -3.3175139e+00  1.2287101e-03  0.0000000e+00]","[-0.79943603 -0.41714308  0.51630723  1.394494    0.1645252   1.5157514
 -0.40860647  0.        ]","[-0.00078753 -0.00082178  0.0001712  -0.00082178  0.00089026 -0.0010957
 -0.00037665  0.        ]",17.033333,511,124,74911,0
512,"[-0.7995467  -0.41727176  0.51636124  1.3943418   0.16463335  1.5156312
 -0.40870738  0.        ]","[-2.8210921e-05 -8.7712507e+00 -3.8945589e+00  1.5283170e+01
 -2.1726306e-01 -3.3175139e+00  1.2287101e-03  0.0000000e+00]","[-0.79944944 -0.4171565   0.516313    1.3944709   0.1645386   1.5157341
 -0.4086218   0.        ]","[-0.00071905 -0.00068481  0.00023968 -0.00102722  0.00068481 -0.00102722
 -0.00065057  0.        ]",17.066668,512,124,74912,0
